127.0.0.1 - - [21/Jul/2017:02:09:06 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:07 +0800] "GET /Paws/js/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:07 +0800] "GET /Paws/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:07 +0800] "GET /Paws/css/vendor.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:07 +0800] "GET /Paws/chosen/chosen.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:07 +0800] "GET /Paws/chosen/chosen.jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:07 +0800] "GET /Paws/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:07 +0800] "GET /Paws/addInstitution.jsp HTTP/1.1" 200 21867
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:07 +0800] "GET /Paws/assets/bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:07 +0800] "GET /Paws/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:07 +0800] "GET /Paws/css/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:07 +0800] "GET /Paws/assets/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:09 +0800] "GET /Paws/fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:09 +0800] "GET /Paws/chosen/chosen-sprite@2x.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:09 +0800] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:09:10 +0800] "GET /Paws/SystemsLoader HTTP/1.1" 200 595
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:12:44 +0800] "GET /Paws/addInstitution.jsp HTTP/1.1" 200 22535
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:12:44 +0800] "GET /Paws/SystemsLoader HTTP/1.1" 200 595
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:12:56 +0800] "GET /Paws/addInstitution.jsp HTTP/1.1" 200 22535
0:0:0:0:0:0:0:1 - - [21/Jul/2017:02:12:57 +0800] "GET /Paws/SystemsLoader HTTP/1.1" 200 595
